price;maint;doors;persons;lug_boot;safety;value
2.0;0.0;2;4;1;0.0;0
2.0;0.0;2;4;1;;0
2.0;0.0;2;4;1;2.0;1
2.0;0.0;2;4;2;0.0;0
2.0;0.0;2;4;2;;1
2.0;0.0;2;4;2;2.0;1
2.0;0.0;2;55;0;0.0;0
2.0;0.0;2;55;0;;0
2.0;0.0;2;55;0;2.0;0
2.0;0.0;2;55;1;0.0;0
2.0;0.0;2;55;1;;0
2.0;0.0;2;55;1;2.0;1
2.0;0.0;2;55;2;0.0;0
2.0;0.0;2;55;2;;1
2.0;0.0;2;55;2;2.0;1
2.0;0.0;3;2;0;0.0;0
2.0;0.0;3;2;0;;0
2.0;0.0;3;2;0;2.0;0
2.0;0.0;3;2;1;0.0;0
2.0;0.0;3;2;1;;0
2.0;0.0;3;2;1;2.0;0
2.0;0.0;3;2;2;0.0;0
2.0;0.0;3;2;2;;0
2.0;0.0;3;2;2;2.0;0
2.0;0.0;3;4;0;0.0;0
2.0;0.0;3;4;0;;0
2.0;0.0;3;4;0;2.0;1
2.0;0.0;3;4;1;0.0;0
2.0;0.0;3;4;1;;0
2.0;0.0;3;4;1;2.0;1
2.0;0.0;3;4;2;0.0;0
2.0;0.0;3;4;2;;1
2.0;0.0;3;4;2;2.0;1
2.0;0.0;3;55;0;0.0;0
2.0;0.0;3;55;0;;0
2.0;0.0;3;55;0;2.0;1
2.0;0.0;3;55;1;0.0;0
2.0;0.0;3;55;1;;1
2.0;0.0;3;55;1;2.0;1
2.0;0.0;3;55;2;0.0;0
2.0;0.0;3;55;2;;1
2.0;0.0;3;55;2;2.0;1
2.0;0.0;4;2;0;0.0;0
2.0;0.0;4;2;0;;0
2.0;0.0;4;2;0;2.0;0
2.0;0.0;4;2;1;0.0;0
2.0;0.0;4;2;1;;0
2.0;0.0;4;2;1;2.0;0
2.0;0.0;4;2;2;0.0;0
2.0;0.0;4;2;2;;0
2.0;0.0;4;2;2;2.0;0
2.0;0.0;4;4;0;0.0;0
2.0;0.0;4;4;0;;0
2.0;0.0;4;4;0;2.0;1
2.0;0.0;4;4;1;0.0;0
2.0;0.0;4;4;1;;1
2.0;0.0;4;4;1;2.0;1
2.0;0.0;4;4;2;0.0;0
2.0;0.0;4;4;2;;1
2.0;0.0;4;4;2;2.0;1
2.0;0.0;4;55;0;0.0;0
2.0;0.0;4;55;0;;0
2.0;0.0;4;55;0;2.0;1
2.0;0.0;4;55;1;0.0;0
2.0;0.0;4;55;1;;1
2.0;0.0;4;55;1;2.0;1
2.0;0.0;4;55;2;0.0;0
2.0;0.0;4;55;2;;1
2.0;0.0;4;55;2;2.0;1
2.0;0.0;55;2;0;0.0;0
2.0;0.0;55;2;0;;0
2.0;0.0;55;2;0;2.0;0
2.0;0.0;55;2;1;0.0;0
2.0;0.0;55;2;1;;0
2.0;0.0;55;2;1;2.0;0
2.0;0.0;55;2;2;0.0;0
2.0;0.0;55;2;2;;0
2.0;0.0;55;2;2;2.0;0
2.0;0.0;55;4;0;0.0;0
2.0;0.0;55;4;0;;0
2.0;0.0;55;4;0;2.0;1
2.0;0.0;55;4;1;0.0;0
2.0;0.0;55;4;1;;1
2.0;0.0;55;4;1;2.0;1
2.0;0.0;55;4;2;0.0;0
2.0;0.0;55;4;2;;1
2.0;0.0;55;4;2;2.0;1
2.0;0.0;55;55;0;0.0;0
2.0;0.0;55;55;0;;0
2.0;0.0;55;55;0;2.0;1
2.0;0.0;55;55;1;0.0;0
2.0;0.0;55;55;1;;1
2.0;0.0;55;55;1;2.0;1
2.0;0.0;55;55;2;0.0;0
2.0;0.0;55;55;2;;1
2.0;0.0;55;55;2;2.0;1
;3.0;2;2;0;0.0;0
;3.0;2;2;0;;0
;3.0;2;2;0;2.0;0
;3.0;2;2;1;0.0;0
;3.0;2;2;1;;0
;3.0;2;2;1;2.0;0
;3.0;2;2;2;0.0;0
;3.0;2;2;2;;0
;3.0;2;2;2;2.0;0
;3.0;2;4;0;0.0;0
;3.0;2;4;0;;0
;3.0;2;4;0;2.0;1
;3.0;2;4;1;0.0;0
;3.0;2;4;1;;0
;3.0;2;4;1;2.0;1
;3.0;2;4;2;0.0;0
;3.0;2;4;2;;1
;3.0;2;4;2;2.0;1
;3.0;2;55;0;0.0;0
;3.0;2;55;0;;0
;3.0;2;55;0;2.0;0
;3.0;2;55;1;0.0;0
;3.0;2;55;1;;0
;3.0;2;55;1;2.0;1
;3.0;2;55;2;0.0;0
;3.0;2;55;2;;1
;3.0;2;55;2;2.0;1
;3.0;3;2;0;0.0;0
;3.0;3;2;0;;0
;3.0;3;2;0;2.0;0
;3.0;3;2;1;0.0;0
;3.0;3;2;1;;0
;3.0;3;2;1;2.0;0
;3.0;3;2;2;0.0;0
;3.0;3;2;2;;0
;3.0;3;2;2;2.0;0
;3.0;3;4;0;0.0;0
;3.0;3;4;0;;0
;3.0;3;4;0;2.0;1
;3.0;3;4;1;0.0;0
;3.0;3;4;1;;0
;3.0;3;4;1;2.0;1
;3.0;3;4;2;0.0;0
;3.0;3;4;2;;1
;3.0;3;4;2;2.0;1
;3.0;3;55;0;0.0;0
;3.0;3;55;0;;0
;3.0;3;55;0;2.0;1
;3.0;3;55;1;0.0;0
;3.0;3;55;1;;1
;3.0;3;55;1;2.0;1
;3.0;3;55;2;0.0;0
;3.0;3;55;2;;1
;3.0;3;55;2;2.0;1
;3.0;4;2;0;0.0;0
;3.0;4;2;0;;0
;3.0;4;2;0;2.0;0
;3.0;4;2;1;0.0;0
;3.0;4;2;1;;0
;3.0;4;2;1;2.0;0
;3.0;4;2;2;0.0;0
;3.0;4;2;2;;0
;3.0;4;2;2;2.0;0
;3.0;4;4;0;0.0;0
;3.0;4;4;0;;0
;3.0;4;4;0;2.0;1
;3.0;4;4;1;0.0;0
;3.0;4;4;1;;1
;3.0;4;4;1;2.0;1
;3.0;4;4;2;0.0;0
;3.0;4;4;2;;1
;3.0;4;4;2;2.0;1
;3.0;4;55;0;0.0;0
;3.0;4;55;0;;0
;3.0;4;55;0;2.0;1
;3.0;4;55;1;0.0;0
;3.0;4;55;1;;1
;3.0;4;55;1;2.0;1
;3.0;4;55;2;0.0;0
;3.0;4;55;2;;1
;3.0;4;55;2;2.0;1
;3.0;55;2;0;0.0;0
;3.0;55;2;0;;0
;3.0;55;2;0;2.0;0
;3.0;55;2;1;0.0;0
;3.0;55;2;1;;0
;3.0;55;2;1;2.0;0
;3.0;55;2;2;0.0;0
;3.0;55;2;2;;0
;3.0;55;2;2;2.0;0
;3.0;55;4;0;0.0;0
;3.0;55;4;0;;0
;3.0;55;4;0;2.0;1
;3.0;55;4;1;0.0;0
;3.0;55;4;1;;1
;3.0;55;4;1;2.0;1
;3.0;55;4;2;0.0;0
;3.0;55;4;2;;1
;3.0;55;4;2;2.0;1
;3.0;55;55;0;0.0;0
;3.0;55;55;0;;0
;3.0;55;55;0;2.0;1
;3.0;55;55;1;0.0;0
;3.0;55;55;1;;1
;3.0;55;55;1;2.0;1
;3.0;55;55;2;0.0;0
;3.0;55;55;2;;1
;3.0;55;55;2;2.0;1
;2.0;2;2;0;0.0;0
;2.0;2;2;0;;0
;2.0;2;2;0;2.0;0
;2.0;2;2;1;0.0;0
;2.0;2;2;1;;0
;2.0;2;2;1;2.0;0
;2.0;2;2;2;0.0;0
;2.0;2;2;2;;0
;2.0;2;2;2;2.0;0
;2.0;2;4;0;0.0;0
;2.0;2;4;0;;0
;2.0;2;4;0;2.0;1
;2.0;2;4;1;0.0;0
;2.0;2;4;1;;0
;2.0;2;4;1;2.0;1
;2.0;2;4;2;0.0;0
;2.0;2;4;2;;1
;2.0;2;4;2;2.0;1
;2.0;2;55;0;0.0;0
;2.0;2;55;0;;0
;2.0;2;55;0;2.0;0
;2.0;2;55;1;0.0;0
;2.0;2;55;1;;0
;2.0;2;55;1;2.0;1
;2.0;2;55;2;0.0;0
;2.0;2;55;2;;1
;2.0;2;55;2;2.0;1
;2.0;3;2;0;0.0;0
;2.0;3;2;0;;0
;2.0;3;2;0;2.0;0
;2.0;3;2;1;0.0;0
;2.0;3;2;1;;0
;2.0;3;2;1;2.0;0
;2.0;3;2;2;0.0;0
;2.0;3;2;2;;0
;2.0;3;2;2;2.0;0
;2.0;3;4;0;0.0;0
;2.0;3;4;0;;0
;2.0;3;4;0;2.0;1
;2.0;3;4;1;0.0;0
;2.0;3;4;1;;0
;2.0;3;4;1;2.0;1
;2.0;3;4;2;0.0;0
;2.0;3;4;2;;1
;2.0;3;4;2;2.0;1
;2.0;3;55;0;0.0;0
;2.0;3;55;0;;0
;2.0;3;55;0;2.0;1
;2.0;3;55;1;0.0;0
;2.0;3;55;1;;1
;2.0;3;55;1;2.0;1
;2.0;3;55;2;0.0;0
;2.0;3;55;2;;1
;2.0;3;55;2;2.0;1
;2.0;4;2;0;0.0;0
;2.0;4;2;0;;0
;2.0;4;2;0;2.0;0
;2.0;4;2;1;0.0;0
;2.0;4;2;1;;0
;2.0;4;2;1;2.0;0
;2.0;4;2;2;0.0;0
;2.0;4;2;2;;0
;2.0;4;2;2;2.0;0
;2.0;4;4;0;0.0;0
;2.0;4;4;0;;0
;2.0;4;4;0;2.0;1
;2.0;4;4;1;0.0;0
;2.0;4;4;1;;1
;2.0;4;4;1;2.0;1
;2.0;4;4;2;0.0;0
;2.0;4;4;2;;1
;2.0;4;4;2;2.0;1
;2.0;4;55;0;0.0;0
;2.0;4;55;0;;0
;2.0;4;55;0;2.0;1
;2.0;4;55;1;0.0;0
;2.0;4;55;1;;1
;2.0;4;55;1;2.0;1
;2.0;4;55;2;0.0;0
;2.0;4;55;2;;1
;2.0;4;55;2;2.0;1
;2.0;55;2;0;0.0;0
;2.0;55;2;0;;0
;2.0;55;2;0;2.0;0
;2.0;55;2;1;0.0;0
;2.0;55;2;1;;0
;2.0;55;2;1;2.0;0
;2.0;55;2;2;0.0;0
;2.0;55;2;2;;0
;2.0;55;2;2;2.0;0
;2.0;55;4;0;0.0;0
;2.0;55;4;0;;0
;2.0;55;4;0;2.0;1
;2.0;55;4;1;0.0;0
;2.0;55;4;1;;1
;2.0;55;4;1;2.0;1
;2.0;55;4;2;0.0;0
;2.0;55;4;2;;1
;2.0;55;4;2;2.0;1
;2.0;55;55;0;0.0;0
;2.0;55;55;0;;0
;2.0;55;55;0;2.0;1
;2.0;55;55;1;0.0;0
;2.0;55;55;1;;1
;2.0;55;55;1;2.0;1
;2.0;55;55;2;0.0;0
;2.0;55;55;2;;1
;2.0;55;55;2;2.0;1
;;2;2;0;0.0;0
;;2;2;0;;0
;;2;2;0;2.0;0
;;2;2;1;0.0;0
;;2;2;1;;0
;;2;2;1;2.0;0
;;2;2;2;0.0;0
;;2;2;2;;0
;;2;2;2;2.0;0
;;2;4;0;0.0;0
;;2;4;0;;1
;;2;4;0;2.0;1
;;2;4;1;0.0;0
;;2;4;1;;1
;;2;4;1;2.0;1
;;2;4;2;0.0;0
;;2;4;2;;1
;;2;4;2;2.0;3
;;2;55;0;0.0;0
;;2;55;0;;0
;;2;55;0;2.0;0
;;2;55;1;0.0;0
;;2;55;1;;1
;;2;55;1;2.0;1
;;2;55;2;0.0;0
;;2;55;2;;1
;;2;55;2;2.0;3
;;3;2;0;0.0;0
;;3;2;0;;0
;;3;2;0;2.0;0
;;3;2;1;0.0;0
;;3;2;1;;0
;;3;2;1;2.0;0
;;3;2;2;0.0;0
;;3;2;2;;0
;;3;2;2;2.0;0
;;3;4;0;0.0;0
;;3;4;0;;1
;;3;4;0;2.0;1
;;3;4;1;0.0;0
;;3;4;1;;1
;;3;4;1;2.0;1
;;3;4;2;0.0;0
;;3;4;2;;1
;;3;4;2;2.0;3
;;3;55;0;0.0;0
;;3;55;0;;1
;;3;55;0;2.0;1
;;3;55;1;0.0;0
;;3;55;1;;1
;;3;55;1;2.0;3
;;3;55;2;0.0;0
;;3;55;2;;1
;;3;55;2;2.0;3
;;4;2;0;0.0;0
;;4;2;0;;0
;;4;2;0;2.0;0
;;4;2;1;0.0;0
;;4;2;1;;0
;;4;2;1;2.0;0
;;4;2;2;0.0;0
;;4;2;2;;0
;;4;2;2;2.0;0
;;4;4;0;0.0;0
;;4;4;0;;1
;;4;4;0;2.0;1
;;4;4;1;0.0;0
;;4;4;1;;1
;;4;4;1;2.0;3
;;4;4;2;0.0;0
;;4;4;2;;1
;;4;4;2;2.0;3
;;4;55;0;0.0;0
;;4;55;0;;1
;;4;55;0;2.0;1
;;4;55;1;0.0;0
;;4;55;1;;1
;;4;55;1;2.0;3
;;4;55;2;0.0;0
;;4;55;2;;1
;;4;55;2;2.0;3
;;55;2;0;0.0;0
;;55;2;0;;0
;;55;2;0;2.0;0
;;55;2;1;0.0;0
;;55;2;1;;0
;;55;2;1;2.0;0
;;55;2;2;0.0;0
;;55;2;2;;0
;;55;2;2;2.0;0
;;55;4;0;0.0;0
;;55;4;0;;1
;;55;4;0;2.0;1
;;55;4;1;0.0;0
;;55;4;1;;1
;;55;4;1;2.0;3
;;55;4;2;0.0;0
;;55;4;2;;1
;;55;4;2;2.0;3
;;55;55;0;0.0;0
;;55;55;0;;1
;;55;55;0;2.0;1
;;55;55;1;0.0;0
;;55;55;1;;1
;;55;55;1;2.0;3
;;55;55;2;0.0;0
;;55;55;2;;1
;;55;55;2;2.0;3
;0.0;2;2;0;0.0;0
;0.0;2;2;0;;0
;0.0;2;2;0;2.0;0
;0.0;2;2;1;0.0;0
;0.0;2;2;1;;0
;0.0;2;2;1;2.0;0
;0.0;2;2;2;0.0;0
;0.0;2;2;2;;0
;0.0;2;2;2;2.0;0
;0.0;2;4;0;0.0;0
;0.0;2;4;0;;1
;0.0;2;4;0;2.0;2
;0.0;2;4;1;0.0;0
;0.0;2;4;1;;1
;0.0;2;4;1;2.0;2
;0.0;2;4;2;0.0;0
;0.0;2;4;2;;2
;0.0;2;4;2;2.0;3
;0.0;2;55;0;0.0;0
;0.0;2;55;0;;0
;0.0;2;55;0;2.0;0
;0.0;2;55;1;0.0;0
;0.0;2;55;1;;1
;0.0;2;55;1;2.0;2
;0.0;2;55;2;0.0;0
;0.0;2;55;2;;2
;0.0;2;55;2;2.0;3
;0.0;3;2;0;0.0;0
;0.0;3;2;0;;0
;0.0;3;2;0;2.0;0
;0.0;3;2;1;0.0;0
;0.0;3;2;1;;0
;0.0;3;2;1;2.0;0
;0.0;3;2;2;0.0;0
;0.0;3;2;2;;0
;0.0;3;2;2;2.0;0
;0.0;3;4;0;0.0;0
;0.0;3;4;0;;1
;0.0;3;4;0;2.0;2
;0.0;3;4;1;0.0;0
;0.0;3;4;1;;1
;0.0;3;4;1;2.0;2
;0.0;3;4;2;0.0;0
;0.0;3;4;2;;2
;0.0;3;4;2;2.0;3
;0.0;3;55;0;0.0;0
;0.0;3;55;0;;1
;0.0;3;55;0;2.0;2
;0.0;3;55;1;0.0;0
;0.0;3;55;1;;2
;0.0;3;55;1;2.0;3
;0.0;3;55;2;0.0;0
;0.0;3;55;2;;2
;0.0;3;55;2;2.0;3
;0.0;4;2;0;0.0;0
;0.0;4;2;0;;0
;0.0;4;2;0;2.0;0
;0.0;4;2;1;0.0;0
;0.0;4;2;1;;0
;0.0;4;2;1;2.0;0
;0.0;4;2;2;0.0;0
;0.0;4;2;2;;0
;0.0;4;2;2;2.0;0
;0.0;4;4;0;0.0;0
;0.0;4;4;0;;1
;0.0;4;4;0;2.0;2
;0.0;4;4;1;0.0;0
;0.0;4;4;1;;2
;0.0;4;4;1;2.0;3
;0.0;4;4;2;0.0;0
;0.0;4;4;2;;2
;0.0;4;4;2;2.0;3
;0.0;4;55;0;0.0;0
;0.0;4;55;0;;1
;0.0;4;55;0;2.0;2
;0.0;4;55;1;0.0;0
;0.0;4;55;1;;2
;0.0;4;55;1;2.0;3
;0.0;4;55;2;0.0;0
;0.0;4;55;2;;2
;0.0;4;55;2;2.0;3
;0.0;55;2;0;0.0;0
;0.0;55;2;0;;0
;0.0;55;2;0;2.0;0
;0.0;55;2;1;0.0;0
;0.0;55;2;1;;0
;0.0;55;2;1;2.0;0
;0.0;55;2;2;0.0;0
;0.0;55;2;2;;0
;0.0;55;2;2;2.0;0
;0.0;55;4;0;0.0;0
;0.0;55;4;0;;1
;0.0;55;4;0;2.0;2
;0.0;55;4;1;0.0;0
;0.0;55;4;1;;2
;0.0;55;4;1;2.0;3
;0.0;55;4;2;0.0;0
;0.0;55;4;2;;2
;0.0;55;4;2;2.0;3
;0.0;55;55;0;0.0;0
;0.0;55;55;0;;1
;0.0;55;55;0;2.0;2
;0.0;55;55;1;0.0;0
;0.0;55;55;1;;2
;0.0;55;55;1;2.0;3
;0.0;55;55;2;0.0;0
;0.0;55;55;2;;2
;0.0;55;55;2;2.0;3
0.0;3.0;2;2;0;0.0;0
0.0;3.0;2;2;0;;0
0.0;3.0;2;2;0;2.0;0
0.0;3.0;2;2;1;0.0;0
0.0;3.0;2;2;1;;0
0.0;3.0;2;2;1;2.0;0
0.0;3.0;2;2;2;0.0;0
0.0;3.0;2;2;2;;0
0.0;3.0;2;2;2;2.0;0
0.0;3.0;2;4;0;0.0;0
0.0;3.0;2;4;0;;0
0.0;3.0;2;4;0;2.0;1
0.0;3.0;2;4;1;0.0;0
0.0;3.0;2;4;1;;0
0.0;3.0;2;4;1;2.0;1
0.0;3.0;2;4;2;0.0;0
0.0;3.0;2;4;2;;1
0.0;3.0;2;4;2;2.0;1
0.0;3.0;2;55;0;0.0;0
0.0;3.0;2;55;0;;0
0.0;3.0;2;55;0;2.0;0
0.0;3.0;2;55;1;0.0;0
0.0;3.0;2;55;1;;0
0.0;3.0;2;55;1;2.0;1
0.0;3.0;2;55;2;0.0;0
0.0;3.0;2;55;2;;1
0.0;3.0;2;55;2;2.0;1
0.0;3.0;3;2;0;0.0;0
0.0;3.0;3;2;0;;0
0.0;3.0;3;2;0;2.0;0
0.0;3.0;3;2;1;0.0;0
0.0;3.0;3;2;1;;0
0.0;3.0;3;2;1;2.0;0
0.0;3.0;3;2;2;0.0;0
0.0;3.0;3;2;2;;0
0.0;3.0;3;2;2;2.0;0
0.0;3.0;3;4;0;0.0;0
0.0;3.0;3;4;0;;0
0.0;3.0;3;4;0;2.0;1
0.0;3.0;3;4;1;0.0;0
0.0;3.0;3;4;1;;0
0.0;3.0;3;4;1;2.0;1
0.0;3.0;3;4;2;0.0;0
0.0;3.0;3;4;2;;1
0.0;3.0;3;4;2;2.0;1
0.0;3.0;3;55;0;0.0;0
0.0;3.0;3;55;0;;0
0.0;3.0;3;55;0;2.0;1
0.0;3.0;3;55;1;0.0;0
0.0;3.0;3;55;1;;1
0.0;3.0;3;55;1;2.0;1
0.0;3.0;3;55;2;0.0;0
0.0;3.0;3;55;2;;1
0.0;3.0;3;55;2;2.0;1
0.0;3.0;4;2;0;0.0;0
0.0;3.0;4;2;0;;0
0.0;3.0;4;2;0;2.0;0
0.0;3.0;4;2;1;0.0;0
0.0;3.0;4;2;1;;0
0.0;3.0;4;2;1;2.0;0
0.0;3.0;4;2;2;0.0;0
0.0;3.0;4;2;2;;0
0.0;3.0;4;2;2;2.0;0
0.0;3.0;4;4;0;0.0;0
0.0;3.0;4;4;0;;0
0.0;3.0;4;4;0;2.0;1
0.0;3.0;4;4;1;0.0;0
0.0;3.0;4;4;1;;1
0.0;3.0;4;4;1;2.0;1
0.0;3.0;4;4;2;0.0;0
0.0;3.0;4;4;2;;1
0.0;3.0;4;4;2;2.0;1
0.0;3.0;4;55;0;0.0;0
0.0;3.0;4;55;0;;0
0.0;3.0;4;55;0;2.0;1
0.0;3.0;4;55;1;0.0;0
0.0;3.0;4;55;1;;1
0.0;3.0;4;55;1;2.0;1
0.0;3.0;4;55;2;0.0;0
0.0;3.0;4;55;2;;1
0.0;3.0;4;55;2;2.0;1
0.0;3.0;55;2;0;0.0;0
0.0;3.0;55;2;0;;0
0.0;3.0;55;2;0;2.0;0
0.0;3.0;55;2;1;0.0;0
0.0;3.0;55;2;1;;0
0.0;3.0;55;2;1;2.0;0
0.0;3.0;55;2;2;0.0;0
0.0;3.0;55;2;2;;0
0.0;3.0;55;2;2;2.0;0
0.0;3.0;55;4;0;0.0;0
0.0;3.0;55;4;0;;0
0.0;3.0;55;4;0;2.0;1
0.0;3.0;55;4;1;0.0;0
0.0;3.0;55;4;1;;1
0.0;3.0;55;4;1;2.0;1
0.0;3.0;55;4;2;0.0;0
0.0;3.0;55;4;2;;1
0.0;3.0;55;4;2;2.0;1
0.0;3.0;55;55;0;0.0;0
0.0;3.0;55;55;0;;0
0.0;3.0;55;55;0;2.0;1
0.0;3.0;55;55;1;0.0;0
0.0;3.0;55;55;1;;1
0.0;3.0;55;55;1;2.0;1
0.0;3.0;55;55;2;0.0;0
0.0;3.0;55;55;2;;1
0.0;3.0;55;55;2;2.0;1
0.0;2.0;2;2;0;0.0;0
0.0;2.0;2;2;0;;0
0.0;2.0;2;2;0;2.0;0
0.0;2.0;2;2;1;0.0;0
0.0;2.0;2;2;1;;0
0.0;2.0;2;2;1;2.0;0
0.0;2.0;2;2;2;0.0;0
0.0;2.0;2;2;2;;0
0.0;2.0;2;2;2;2.0;0
0.0;2.0;2;4;0;0.0;0
0.0;2.0;2;4;0;;1
0.0;2.0;2;4;0;2.0;1
0.0;2.0;2;4;1;0.0;0
0.0;2.0;2;4;1;;1
0.0;2.0;2;4;1;2.0;1
0.0;2.0;2;4;2;0.0;0
0.0;2.0;2;4;2;;1
0.0;2.0;2;4;2;2.0;3
0.0;2.0;2;55;0;0.0;0
0.0;2.0;2;55;0;;0
0.0;2.0;2;55;0;2.0;0
0.0;2.0;2;55;1;0.0;0
0.0;2.0;2;55;1;;1
0.0;2.0;2;55;1;2.0;1
0.0;2.0;2;55;2;0.0;0
0.0;2.0;2;55;2;;1
0.0;2.0;2;55;2;2.0;3
0.0;2.0;3;2;0;0.0;0
0.0;2.0;3;2;0;;0
0.0;2.0;3;2;0;2.0;0
0.0;2.0;3;2;1;0.0;0
0.0;2.0;3;2;1;;0
0.0;2.0;3;2;1;2.0;0
0.0;2.0;3;2;2;0.0;0
0.0;2.0;3;2;2;;0
0.0;2.0;3;2;2;2.0;0
0.0;2.0;3;4;0;0.0;0
0.0;2.0;3;4;0;;1
0.0;2.0;3;4;0;2.0;1
0.0;2.0;3;4;1;0.0;0
0.0;2.0;3;4;1;;1
0.0;2.0;3;4;1;2.0;1
0.0;2.0;3;4;2;0.0;0
0.0;2.0;3;4;2;;1
0.0;2.0;3;4;2;2.0;3
0.0;2.0;3;55;0;0.0;0
0.0;2.0;3;55;0;;1
0.0;2.0;3;55;0;2.0;1
0.0;2.0;3;55;1;0.0;0
0.0;2.0;3;55;1;;1
0.0;2.0;3;55;1;2.0;3
0.0;2.0;3;55;2;0.0;0
0.0;2.0;3;55;2;;1
0.0;2.0;3;55;2;2.0;3
0.0;2.0;4;2;0;0.0;0
0.0;2.0;4;2;0;;0
0.0;2.0;4;2;0;2.0;0
0.0;2.0;4;2;1;0.0;0
0.0;2.0;4;2;1;;0
0.0;2.0;4;2;1;2.0;0
0.0;2.0;4;2;2;0.0;0
0.0;2.0;4;2;2;;0
0.0;2.0;4;2;2;2.0;0
0.0;2.0;4;4;0;0.0;0
0.0;2.0;4;4;0;;1
0.0;2.0;4;4;0;2.0;1
0.0;2.0;4;4;1;0.0;0
0.0;2.0;4;4;1;;1
0.0;2.0;4;4;1;2.0;3
0.0;2.0;4;4;2;0.0;0
0.0;2.0;4;4;2;;1
0.0;2.0;4;4;2;2.0;3
0.0;2.0;4;55;0;0.0;0
0.0;2.0;4;55;0;;1
0.0;2.0;4;55;0;2.0;1
0.0;2.0;4;55;1;0.0;0
0.0;2.0;4;55;1;;1
0.0;2.0;4;55;1;2.0;3
0.0;2.0;4;55;2;0.0;0
0.0;2.0;4;55;2;;1
0.0;2.0;4;55;2;2.0;3
0.0;2.0;55;2;0;0.0;0
0.0;2.0;55;2;0;;0
0.0;2.0;55;2;0;2.0;0
0.0;2.0;55;2;1;0.0;0
0.0;2.0;55;2;1;;0
0.0;2.0;55;2;1;2.0;0
0.0;2.0;55;2;2;0.0;0
0.0;2.0;55;2;2;;0
0.0;2.0;55;2;2;2.0;0
0.0;2.0;55;4;0;0.0;0
0.0;2.0;55;4;0;;1
0.0;2.0;55;4;0;2.0;1
0.0;2.0;55;4;1;0.0;0
0.0;2.0;55;4;1;;1
0.0;2.0;55;4;1;2.0;3
0.0;2.0;55;4;2;0.0;0
0.0;2.0;55;4;2;;1
0.0;2.0;55;4;2;2.0;3
0.0;2.0;55;55;0;0.0;0
0.0;2.0;55;55;0;;1
0.0;2.0;55;55;0;2.0;1
0.0;2.0;55;55;1;0.0;0
0.0;2.0;55;55;1;;1
0.0;2.0;55;55;1;2.0;3
0.0;2.0;55;55;2;0.0;0
0.0;2.0;55;55;2;;1
0.0;2.0;55;55;2;2.0;3
0.0;;2;2;0;0.0;0
0.0;;2;2;0;;0
0.0;;2;2;0;2.0;0
0.0;;2;2;1;0.0;0
0.0;;2;2;1;;0
0.0;;2;2;1;2.0;0
0.0;;2;2;2;0.0;0
0.0;;2;2;2;;0
0.0;;2;2;2;2.0;0
0.0;;2;4;0;0.0;0
0.0;;2;4;0;;1
0.0;;2;4;0;2.0;2
0.0;;2;4;1;0.0;0
0.0;;2;4;1;;1
0.0;;2;4;1;2.0;2
0.0;;2;4;2;0.0;0
0.0;;2;4;2;;2
0.0;;2;4;2;2.0;3
0.0;;2;55;0;0.0;0
0.0;;2;55;0;;0
0.0;;2;55;0;2.0;0
0.0;;2;55;1;0.0;0
0.0;;2;55;1;;1
0.0;;2;55;1;2.0;2
0.0;;2;55;2;0.0;0
0.0;;2;55;2;;2
0.0;;2;55;2;2.0;3
0.0;;3;2;0;0.0;0
0.0;;3;2;0;;0
0.0;;3;2;0;2.0;0
0.0;;3;2;1;0.0;0
0.0;;3;2;1;;0
0.0;;3;2;1;2.0;0
0.0;;3;2;2;0.0;0
0.0;;3;2;2;;0
0.0;;3;2;2;2.0;0
0.0;;3;4;0;0.0;0
0.0;;3;4;0;;1
0.0;;3;4;0;2.0;2
0.0;;3;4;1;0.0;0
0.0;;3;4;1;;1
0.0;;3;4;1;2.0;2
0.0;;3;4;2;0.0;0
0.0;;3;4;2;;2
0.0;;3;4;2;2.0;3
0.0;;3;55;0;0.0;0
0.0;;3;55;0;;1
0.0;;3;55;0;2.0;2
0.0;;3;55;1;0.0;0
0.0;;3;55;1;;2
0.0;;3;55;1;2.0;3
0.0;;3;55;2;0.0;0
0.0;;3;55;2;;2
0.0;;3;55;2;2.0;3
0.0;;4;2;0;0.0;0
0.0;;4;2;0;;0
0.0;;4;2;0;2.0;0
0.0;;4;2;1;0.0;0
0.0;;4;2;1;;0
0.0;;4;2;1;2.0;0
0.0;;4;2;2;0.0;0
0.0;;4;2;2;;0
0.0;;4;2;2;2.0;0
0.0;;4;4;0;0.0;0
0.0;;4;4;0;;1
0.0;;4;4;0;2.0;2
0.0;;4;4;1;0.0;0
0.0;;4;4;1;;2
0.0;;4;4;1;2.0;3
0.0;;4;4;2;0.0;0
0.0;;4;4;2;;2
0.0;;4;4;2;2.0;3
0.0;;4;55;0;0.0;0
0.0;;4;55;0;;1
0.0;;4;55;0;2.0;2
0.0;;4;55;1;0.0;0
0.0;;4;55;1;;2
0.0;;4;55;1;2.0;3
0.0;;4;55;2;0.0;0
0.0;;4;55;2;;2
0.0;;4;55;2;2.0;3
0.0;;55;2;0;0.0;0
0.0;;55;2;0;;0
0.0;;55;2;0;2.0;0
0.0;;55;2;1;0.0;0
0.0;;55;2;1;;0
0.0;;55;2;1;2.0;0
0.0;;55;2;2;0.0;0
0.0;;55;2;2;;0
0.0;;55;2;2;2.0;0
0.0;;55;4;0;0.0;0
